Scenario;Year;Farm;Parcel;Crop;Yield (ton/ha);Area (ha);Revenue (€/ha);Variable cost (€/ha);Energy (MjKgDM/ha);Protein (kg N/ha);PDIN (kg N/ha);Protein (N/ton/ha);Nitrogen (kg/ha);Phosphorus (kg/ha);Potassium (kg/ha);Dose of active ingredient(L/ha)
Complementarity scenario;2016;LF1;3028_00;sMaize;12.05;3.01;1405.4;280;222.9249940232;3046.722;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3029_00;Fodder;5;5.47;300;50;95.2906;3282;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3029_00;sMaize;12.05;5.47;1405.4;280;222.9249940232;5536.734;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;303_00;Hay;5;2.63;450.5;50;90.4190711733333;1052;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3030_00;Hay;5;5.1;550.5;50;90.4190711733334;2040;395;400;0;0;0;NA
Complementarity scenario;2016;LF1;3031_00;Fodder;5;4.15;300;50;95.2906;2490;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3031_00;sMaize;12.05;4.15;1405.4;280;222.9249940232;4200.63;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3032_00;Hay;5;4.67;450.5;50;90.4190711733334;1868;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3034_00;Hay;5;0.8;450.5;50;90.4190711733333;320;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3037_00;Hay;5;3.65;450.5;50;90.4190711733333;1460;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3039_00;Hay;5;1.42;450.5;50;90.4190711733334;568;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3040_00;Hay;5;0.67;550.5;50;90.4190711733333;268;395;400;0;0;0;NA
Complementarity scenario;2016;LF1;3041_00;Hay;5;5.23;550.5;50;90.4190711733334;2092;395;400;0;0;0;NA
Complementarity scenario;2016;LF1;3042_00;Hay;5;2.47;450.5;50;90.4190711733334;988;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3043_00;Hay;5;3.34;450.5;50;90.4190711733334;1336;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3044_00;Hay;5;0.28;450.5;50;90.4190711733334;112;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3045_00;Hay;5;1.46;450.5;50;90.4190711733334;584;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;307_00;WheatW;7.5;1.94;1428;348;138.6996;2371.65;810;1222.5;129.200662666667;2.3;8;4.02173333333333
Complementarity scenario;2016;LF1;309_00;Hay;5;5.79;550.5;50;90.4190711733333;2316;395;400;0;0;0;NA
Complementarity scenario;2016;LF2;401_00;Fodder;7.5;1.41;450;50;142.9359;1269;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;401_00;sMaize;5.03;1.41;703.4;280;93.05499750512;595.7532;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4010_00;Hay;5;1.68;450.5;50;90.4190711733334;672;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4011_00;Hay;5;4.62;550.5;50;90.4190711733334;1848;395;400;43.2217342222222;100.049771111111;105.45378;NA
Complementarity scenario;2016;LF2;4012_00;Fodder;7.5;1.38;450;50;142.9359;1242;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;4012_00;sMaize;5.03;1.38;703.4;280;93.05499750512;583.0776;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4012_01;Fodder;7.5;1.29;450;50;142.9359;1161;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;4012_01;sMaize;5.03;1.29;703.4;280;93.05499750512;545.0508;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4013_00;Hay;5;8.58;450.5;50;90.4190711733333;3432;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4013_01;Hay;5;0.5;450.5;50;90.4190711733334;200;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4014_00;Tritic;7.5;5.27;1585.5;300;135.5616;4545.375;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2016;LF2;4015_00;Hay;5;0.67;550.5;50;90.4190711733333;268;395;400;43.2217342222222;100.049771111111;105.45378;NA
Complementarity scenario;2016;LF2;4016_00;Hay;5;1.06;550.5;50;90.4190711733334;424;395;400;43.2217342222222;100.049771111111;105.45378;NA
Complementarity scenario;2016;LF2;4018_00;Hay;5;1.87;450.5;50;90.4190711733334;748;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4019_00;Fodder;7.5;2.2;450;50;142.9359;1980;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;4019_00;sMaize;5.03;2.2;703.4;280;93.05499750512;929.544;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;402_00;Fodder;7.5;2.3;450;50;142.9359;2070;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;402_00;sMaize;5.03;2.3;703.4;280;93.05499750512;971.796;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4020_00;Hay;5;0.33;450.5;50;90.4190711733334;132;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4021_00;Hay;5;0.84;450.5;50;90.4190711733334;336;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4022_00;Hay;5;0.53;450.5;50;90.4190711733334;212;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4025_00;Mix_CerG;7.5;5.25;2600.7;50;135.5616;4646.25;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2016;LF2;4026_00;Mix_CerG;7.5;1.27;2600.7;50;135.5616;1123.95;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2016;LF2;4027_00;Hay;5;0.61;450.5;50;90.4190711733333;244;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4028_00;Hay;5;0.85;450.5;50;90.4190711733333;340;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4031_00;Hay;5;1.51;450.5;50;90.4190711733333;604;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4032_00;Fodder;7.5;5.07;450;50;142.9359;4563;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;4032_00;sMaize;5.03;5.07;703.4;280;93.05499750512;2142.1764;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4033_00;Hay;5;0.54;450.5;50;90.4190711733334;216;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4034_00;Lucern;4;2.64;690.82;50;73.97312;1890.24;468;716;25.5;25;67.5;0
Complementarity scenario;2016;LF2;4035_00;WheatW;7.5;1.61;1428;348;138.6996;1968.225;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2016;LF2;4036_00;Fodder;7.5;1.32;450;50;142.9359;1188;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;4036_00;sMaize;5.03;1.32;703.4;280;93.05499750512;557.7264;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4037_00;Tritic;7.5;2.43;1585.5;300;135.5616;2095.875;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2016;LF2;4038_00;Hay;5;3.1;450.5;50;90.4190711733334;1240;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4039_00;Hay;5;0.64;450.5;50;90.4190711733333;256;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;404_00;Fodder;7.5;4.83;450;50;142.9359;4347;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;404_00;sMaize;5.03;4.83;703.4;280;93.05499750512;2040.7716;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;405_00;Fodder;7.5;2.03;450;50;142.9359;1827;791.25;900;0;0;0;NA
Complementarity scenario;2016;LF2;405_00;sMaize;5.03;2.03;703.4;280;93.05499750512;857.7156;261.56;422.52;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2016;LF2;4050_00;Hay;5;0.56;450.5;50;90.4190711733334;224;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;4051_00;Hay;5;0.11;450.5;50;90.4190711733333;44;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2016;LF2;406_00;Tritic;7.5;3.99;1585.5;300;135.5616;3441.375;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2016;LF2;407_00;WheatW;7.5;9.46;1428;348;138.6996;11564.85;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2016;LF2;408_00;WheatW;7.5;5.94;1428;348;138.6996;7261.65;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2016;LF2;409_00;Mix_CerG;7.5;1.37;2600.7;50;135.5616;1212.45;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2017;AF1;101_00;WheatW;7.48;2.18;1449.805;349;138.3297344;2657.9432;807.84;1219.24;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Complementarity scenario;2017;AF1;102_00;WheatW;7.48;1.51;1449.805;349;138.3297344;1841.0524;807.84;1219.24;143.7651305;0;0;3.233
Complementarity scenario;2017;AF1;103_00;WheatW;7.48;5.65;1449.805;349;138.3297344;6888.706;807.84;1219.24;140.7651305;0;0;2.3917
Complementarity scenario;2017;AF1;104_00;Fodder;7.14;4.36;428.4;50;136.0749768;3735.648;753.27;856.8;0;0;0;NA
Complementarity scenario;2017;AF1;104_00;gMaize;10.71;4.36;1902.345;280;199.407348;4155.9084;738.99;953.19;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2017;AF1;104_01;Fodder;7.14;5.7;428.4;50;136.0749768;4883.76;753.27;856.8;0;0;0;NA
Complementarity scenario;2017;AF1;104_01;gMaize;10.71;5.7;1902.345;280;199.407348;5433.183;738.99;953.19;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2017;AF1;105_00;OSR;5.2;0.82;2104.205;300;150.992192;861.328;660.4;1050.4;76;112.5;90;3.28333333333333
Complementarity scenario;2017;AF1;106_00;Fodder;7.14;1.8;428.4;50;136.0749768;1542.24;753.27;856.8;0;0;0;NA
Complementarity scenario;2017;AF1;106_00;sMaize;16.88;1.8;1890.404;280;312.27999162752;2552.256;877.76;1417.92;102.6;257.2;180;0.871
Complementarity scenario;2017;AF1;1060_00;WheatW;7.48;0.72;1449.805;349;138.3297344;877.8528;807.84;1219.24;140.7651305;0;0;2.3917
Complementarity scenario;2017;AF1;1061_00;Fodder;7.14;0.09;428.4;50;136.0749768;77.112;753.27;856.8;0;0;0;NA
Complementarity scenario;2017;AF1;1061_00;gMaize;10.71;0.09;1902.345;280;199.407348;85.7871;738.99;953.19;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2017;AF1;107_00;OSR;5.2;2.83;2104.205;300;150.992192;2972.632;660.4;1050.4;76;112.5;90;3.28333333333333
Complementarity scenario;2017;AF1;108_00;Fodder;7.14;1.69;428.4;50;136.0749768;1447.992;753.27;856.8;0;0;0;NA
Complementarity scenario;2017;AF1;108_00;gMaize;10.71;1.69;1902.345;280;199.407348;1610.8911;738.99;953.19;102.6;257.2;180;0.871
Complementarity scenario;2017;AF1;109_00;Fodder;7.14;15.51;428.4;50;136.0749768;13288.968;753.27;856.8;0;0;0;NA
Complementarity scenario;2017;AF1;109_00;gMaize;10.71;15.51;1902.345;280;199.407348;14783.9769;738.99;953.19;85.16446625;211.25280625;158.64348625;0.670166666666667
Complementarity scenario;2017;AF2;201_00;Hay;5;9.75;453.005;50;90.4190711733334;3900;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2010_00;Hay;5;2.53;453.005;50;90.4190711733333;1012;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2011_00;gMaize;6.1;2.93;1192.405;280;113.57468;1590.697;420.9;542.9;222.4915;249.745;194.175;1.79683333333333
Complementarity scenario;2017;AF2;2012_00;WheatW;6.63;5.59;1313.805;349;122.6104464;6041.0571;716.04;1080.69;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2017;AF2;2013_00;WheatW;6.63;6.22;1313.805;349;122.6104464;6721.8918;716.04;1080.69;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2017;AF2;2014_00;WheatW;7.47;8.08;1448.205;349;138.1448016;9838.2888;806.76;1217.61;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2017;AF2;2015_00;Hay;5;4.79;453.005;50;90.4190711733333;1916;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2016_00;Hay;5;4.75;453.005;50;90.4190711733333;1900;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2017_00;Hay;5;3.64;453.005;50;90.4190711733333;1456;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2018_00;Hay;5;8.16;453.005;50;90.4190711733333;3264;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2019_00;WheatW;6.63;5.94;1313.805;349;122.6104464;6419.2986;716.04;1080.69;181.57875;30.9375;25.3125;6.623
Complementarity scenario;2017;AF2;202_00;Hay;5;2.34;453.005;50;90.4190711733334;936;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2020_00;Hay;5;2.28;453.005;50;90.4190711733333;912;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2021_00;OSR;5.19;10.64;2100.645;300;150.7018224;11154.7632;659.13;1048.38;220.24;110;90;4.5
Complementarity scenario;2017;AF2;2022_00;Hay;5;1.54;453.005;50;90.4190711733333;616;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2023_00;Hay;5;3.42;453.005;50;90.4190711733334;1368;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2025_00;WheatW;7.47;6.6;1448.205;349;138.1448016;8036.226;806.76;1217.61;181.57875;30.9375;25.3125;6.623
Complementarity scenario;2017;AF2;2026_00;Hay;5;2.21;453.005;50;90.4190711733334;884;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;203_00;Hay;5;1.51;453.005;50;90.4190711733333;604;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;2030_00;Hay;5;5.41;453.005;50;90.4190711733333;2164;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;204_00;gMaize;6.1;2.65;1192.405;280;113.57468;1438.685;420.9;542.9;156.2895;163.685;129.483;2.7164
Complementarity scenario;2017;AF2;205_00;gMaize;6.1;9.64;1192.405;280;113.57468;5233.556;420.9;542.9;156.2895;163.685;129.483;2.7164
Complementarity scenario;2017;AF2;206_00;WheatW;6.63;6.14;1313.805;349;122.6104464;6635.4366;716.04;1080.69;163.8442875;49.149375;40.213125;6.154875
Complementarity scenario;2017;AF2;207_00;Hay;5;1.27;453.005;50;90.4190711733333;508;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;208_00;Hay;5;2.67;453.005;50;90.4190711733334;1068;395;400;0;0;0;NA
Complementarity scenario;2017;AF2;209_00;Hay;5;0.5;453.005;50;90.4190711733334;200;395;400;0;0;0;NA
Complementarity scenario;2017;AF3;501_00;Fodder;6.99;1.93;419.4;50;133.2162588;1618.884;737.445;838.8;0;0;0;NA
Complementarity scenario;2017;AF3;501_00;Gpea;4.88;1.93;1574.207;100;89.2263104;2194.4872;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;5010_00;Fodder;7;0.45;420;50;133.40684;378;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;5010_00;Gpea;4.88;0.45;1574.207;100;89.2263104;511.668;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;5011_00;WheatW;7.49;5.88;1451.405;349;138.5146672;7178.7156;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF3;5011_01;WheatW;7.49;0.83;1451.405;349;138.5146672;1013.3221;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF3;5012_00;WheatW;7.49;15.45;1451.405;349;138.5146672;18862.4415;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF3;5013_00;WheatW;7.49;3.33;1451.405;349;138.5146672;4065.4971;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF3;5014_00;Fodder;7;0.48;420;50;133.40684;403.2;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;5014_00;Gpea;4.88;0.48;1574.207;100;89.2263104;545.7792;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;502_00;Fodder;7;8.49;420;50;133.40684;7131.6;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;502_00;Gpea;4.88;8.49;1574.207;100;89.2263104;9653.4696;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;503_00;Fodder;7;4.68;420;50;133.40684;3931.2;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;503_00;Gpea;4.88;4.68;1574.207;100;89.2263104;5321.3472;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;504_00;Fodder;7;1.09;420;50;133.40684;915.6;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;504_00;Gpea;4.88;1.09;1574.207;100;89.2263104;1239.3736;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;505_00;WheatW;7.49;10.47;1451.405;349;138.5146672;12782.5089;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF3;506_00;Fodder;7;1.95;420;50;133.40684;1638;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;506_00;Gpea;4.88;1.95;1574.207;100;89.2263104;2217.228;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;507_00;Fodder;7;4.14;420;50;133.40684;3477.6;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;507_00;Gpea;4.88;4.14;1574.207;100;89.2263104;4707.3456;717.36;1137.04;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2017;AF3;507_01;Fodder;7;7.11;420;50;133.40684;5972.4;738.5;840;0;0;0;NA
Complementarity scenario;2017;AF3;507_01;Hemp;6.5;7.11;7831.3464;130;129.99688;10398.375;NA;1462.5;112.60045088;234;130;2.104
Complementarity scenario;2017;AF3;508_00;WheatW;7.49;8.03;1451.405;349;138.5146672;9803.5861;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF3;509_00;WheatW;7.49;2.21;1451.405;349;138.5146672;2698.1227;808.92;1220.87;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2017;AF4;601_00;Fodder;7.5;4.03;450;50;142.9359;3627;791.25;900;40.8817795555556;0;0;NA
Complementarity scenario;2017;AF4;601_00;sMaize;11.6;4.03;1362.404;280;214.5999942464;3926.832;603.2;974.4;149.1313135;146.151737894737;216.414001578947;1.93025
Complementarity scenario;2017;AF4;6010_00;Hay;5;1.43;453.005;50;90.4190711733333;572;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6011_00;Hay;5;2.05;453.005;50;90.4190711733334;820;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6012_00;Hay;5;1.42;453.005;50;90.4190711733334;568;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6013_00;Hay;5;1.67;453.005;50;90.4190711733334;668;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6014_00;Hay;5;2.49;453.005;50;90.4190711733334;996;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6015_00;Fodder;7.5;2.21;450;50;142.9359;1989;791.25;900;44.408676;0;0;NA
Complementarity scenario;2017;AF4;6015_00;sMaize;11.82;2.21;1384.404;280;218.66999413728;2194.2648;614.64;992.88;213.3;247.5;202.5;1.8145
Complementarity scenario;2017;AF4;6016_00;Hay;5;1.47;453.005;50;90.4190711733333;588;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6017_00;WheatW;7.47;5.44;1448.205;349;138.1448016;6623.7984;806.76;1217.61;135.922068857143;0;0;4.03028571428571
Complementarity scenario;2017;AF4;6018_00;Fodder;7.5;3;450;50;142.9359;2700;791.25;900;40.8817795555556;0;0;NA
Complementarity scenario;2017;AF4;6018_00;sMaize;11.82;3;1384.404;280;218.66999413728;2978.64;614.64;992.88;149.1313135;146.151737894737;216.414001578947;1.93025
Complementarity scenario;2017;AF4;6019_00;Hay;5;5.39;453.005;50;90.4190711733334;2156;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;602_00;Hay;5;1.34;453.005;50;90.4190711733333;536;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6020_00;Hay;5;2.55;453.005;50;90.4190711733334;1020;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6021_00;Fodder;7.5;8.06;450;50;142.9359;7254;791.25;900;40.8817795555556;0;0;NA
Complementarity scenario;2017;AF4;6021_00;sMaize;11.82;8.06;1384.404;280;218.66999413728;8002.6128;614.64;992.88;149.1313135;146.151737894737;216.414001578947;1.93025
Complementarity scenario;2017;AF4;60221_00;Fodder;7.5;1.34;450;50;142.9359;1206;791.25;900;44.408676;0;0;NA
Complementarity scenario;2017;AF4;60221_00;sMaize;11.79;1.34;1381.404;280;218.11499415216;1327.0824;613.08;990.36;213.3;247.5;202.5;1.8145
Complementarity scenario;2017;AF4;60222_00;Fodder;7.5;1.34;450;50;142.9359;1206;791.25;900;44.408676;0;0;NA
Complementarity scenario;2017;AF4;60222_00;sMaize;11.79;1.34;1381.404;280;218.11499415216;1327.0824;613.08;990.36;213.3;247.5;202.5;1.8145
Complementarity scenario;2017;AF4;6023_00;Fodder;7.5;5.68;450;50;142.9359;5112;791.25;900;40.8817795555556;0;0;NA
Complementarity scenario;2017;AF4;6023_00;sMaize;11.82;5.68;1384.404;280;218.66999413728;5639.5584;614.64;992.88;149.1313135;146.151737894737;216.414001578947;1.93025
Complementarity scenario;2017;AF4;6024_00;Hay;5;2.78;453.005;50;90.4190711733333;1112;395;400;0;0;0;NA
Complementarity scenario;2017;AF4;6025_00;Fodder;7.5;9.15;450;50;142.9359;8235;791.25;900;40.8817795555556;0;0;NA
Complementarity scenario;2017;AF4;6025_00;sMaize;11.82;9.15;1384.404;280;218.66999413728;9084.852;614.64;992.88;149.1313135;146.151737894737;216.414001578947;1.93025
Complementarity scenario;2017;AF4;6026_00;Fodder;7.5;5.57;450;50;142.9359;5013;791.25;900;40.8817795555556;0;0;NA
Complementarity scenario;2017;AF4;6026_00;sMaize;11.82;5.57;1384.404;280;218.66999413728;5530.3416;614.64;992.88;149.1313135;146.151737894737;216.414001578947;1.93025
